job_title,company,location,employment_type,experience,salary,team_size,interview_rounds,required_skills,nice_to_have,perks,domain
Senior Financial Analyst,Capgemini,Hyderabad / Remote,Full-Time,7+ years,₹16–58 LPA,~14,4,"Tax Compliance, CA, GAAP, Accounting, Excel, SAP, LBO Modeling, Cash Flow Management","QuickBooks, M&A, FP&A","Free meals, Annual performance bonus, Quarterly offsites, ₹50K learning budget, Mental health support, Gym membership",Finance
Design Systems Engineer,Deloitte,Chennai / Remote,Full-Time,8+ years,₹12–44 LPA,~15,5,"Interaction Design, Information Architecture, Storyboarding, Usability Testing, User Research, Visual Design, Wireframing, Framer","User Flows, Motion Design, Accessibility (WCAG)","₹50K learning budget, Health & dental insurance, Annual performance bonus, Gym membership, ESOPs",UI/UX Design
FP&A Analyst,upGrad,Kolkata / Remote,Full-Time,8+ years,₹21–51 LPA,~19,4,"Financial Modeling, SAP, LBO Modeling, IFRS, Auditing, Investment Banking, M&A, FP&A, Oracle Financials, Budgeting","QuickBooks, Risk Analysis, Credit Analysis","Quarterly offsites, MacBook Pro, Flexible work hours, Free meals, Health & dental insurance",Finance
Credit Analyst,Ola,Kolkata / Remote,Full-Time,6+ years,₹22–37 LPA,~39,4,"LBO Modeling, Financial Reporting, GAAP, Due Diligence, Accounting, VBA, DCF Analysis, CFA, Excel","Bloomberg Terminal, Tax Compliance, Tally","₹50K learning budget, Annual performance bonus, Quarterly offsites, Remote-first culture",Finance
Head of HR,Atlassian,Noida / Remote,Full-Time,1+ years,₹28–45 LPA,~38,4,"Workday, HRMS, Change Management, Onboarding, Talent Acquisition, Payroll, Conflict Resolution, Labor Law","HR Analytics, Training & Development, Diversity & Inclusion","Maternity/paternity leave, Free meals, Gym membership, ESOPs, Mental health support",Human Resources
SOC Analyst,Ola,Chennai / Remote,Full-Time,3+ years,₹26–43 LPA,~23,6,"CEH, Vulnerability Assessment, Penetration Testing, CISSP, Forensics, NIST Framework, Burp Suite","Threat Intelligence, Splunk, Wireshark","Quarterly offsites, MacBook Pro, Mental health support, Annual performance bonus",Cybersecurity
CHRO,Capgemini,Kolkata / Remote,Full-Time,7+ years,₹20–47 LPA,~37,5,"HRIS, Payroll, Employee Relations, SuccessFactors, Exit Management, HRMS","Organisational Development, Onboarding, SAP HR","Annual performance bonus, Health & dental insurance, Free meals, ₹50K learning budget",Human Resources
Staff Engineer,Capgemini,Bangalore / Remote,Full-Time,5+ years,₹13–50 LPA,~39,3,"Django, Kafka, Git, PostgreSQL, Vue.js, Redis","FastAPI, Spring Boot, GraphQL","Mental health support, Flexible work hours, Maternity/paternity leave, Annual performance bonus",Software Engineering
Infrastructure Engineer,ICICI Bank,Jaipur / Remote,Full-Time,3+ years,₹16–42 LPA,~10,5,"Consul, HAProxy, Nginx, GCP, Site Reliability Engineering, GKE, GitLab CI, Linux, Istio","Bash, Grafana, Infrastructure as Code","MacBook Pro, Remote-first culture, Quarterly offsites, Mental health support",DevOps
Infrastructure Engineer,Microsoft,Gurgaon / Remote,Full-Time,5+ years,₹11–39 LPA,~33,4,"Site Reliability Engineering, Grafana, Istio, EKS, Datadog, Helm, GCP, New Relic, ArgoCD, Linux","Ansible, GitLab CI, GKE","Gym membership, Remote-first culture, MacBook Pro, Annual performance bonus",DevOps
Backend Developer,Infosys,Kolkata / Remote,Full-Time,2+ years,₹13–40 LPA,~28,3,"MongoDB, Angular, Git, GCP, SQL, CI/CD, React, C++, Spring Boot","Linux, GraphQL, Java","MacBook Pro, Health & dental insurance, Quarterly offsites, Mental health support, ESOPs, ₹50K learning budget",Software Engineering
Design Systems Engineer,Infosys,Delhi / Remote,Full-Time,5+ years,₹29–41 LPA,~7,4,"Usability Testing, User Research, Motion Design, InVision, Wireframing, User Flows, Accessibility (WCAG), Zeplin, Card Sorting, A/B Testing","Heuristic Evaluation, Design Systems, Figma","Flexible work hours, MacBook Pro, ₹50K learning budget, Health & dental insurance, Remote-first culture, Free meals",UI/UX Design
Platform Engineer,Infosys,Bangalore / Remote,Full-Time,7+ years,₹13–34 LPA,~6,6,"Istio, Docker, Prometheus, Bash, Loki, Service Mesh, Terraform, Kubernetes, HAProxy, Pulumi","Vault, GCP, New Relic","MacBook Pro, Quarterly offsites, Free meals, Maternity/paternity leave, Gym membership",DevOps
Interaction Designer,upGrad,Delhi / Remote,Full-Time,8+ years,₹27–38 LPA,~25,3,"Design Thinking, User Flows, Framer, Lottie, Adobe XD, Sketch, Interaction Design, Design Systems, Motion Design, Storyboarding","Heuristic Evaluation, User Research, InVision","Gym membership, MacBook Pro, ₹50K learning budget, Annual performance bonus, Flexible work hours, Remote-first culture",UI/UX Design
Digital Marketing Manager,Capgemini,Bangalore / Remote,Full-Time,4+ years,₹26–41 LPA,~36,3,"PPC, Google Analytics, PR, HubSpot, Influencer Marketing, Salesforce, Affiliate Marketing","LinkedIn Ads, SEM, Community Management","₹50K learning budget, Flexible work hours, Quarterly offsites, Health & dental insurance",Marketing
Sales Manager,Wipro,Jaipur / Remote,Full-Time,4+ years,₹25–40 LPA,~15,4,"HubSpot, Salesforce, SaaS Sales, Channel Partnerships, Proposal Writing, Demo Skills, Pipeline Management","Customer Success, Cold Outreach, SDR","Flexible work hours, Remote-first culture, MacBook Pro, Annual performance bonus, Mental health support, Gym membership",Sales
DevOps Engineer,Meta,Noida / Remote,Full-Time,5+ years,₹17–60 LPA,~24,6,"GKE, Bash, Service Mesh, Consul, Python, HAProxy, Linux, CloudFormation, Datadog","Site Reliability Engineering, Jenkins, New Relic","Mental health support, Maternity/paternity leave, Annual performance bonus, Gym membership",DevOps
Staff Engineer,Infosys,Delhi / Remote,Full-Time,6+ years,₹25–35 LPA,~20,4,"System Design, C++, Kafka, Spring Boot, CI/CD, Terraform, JavaScript","TypeScript, Java, Git","MacBook Pro, Remote-first culture, Annual performance bonus, Free meals",Software Engineering
CMO,Infosys,Delhi / Remote,Full-Time,6+ years,₹24–45 LPA,~30,6,"Google Ads, Marketing Automation, Brand Strategy, Email Marketing, Community Management, Copywriting, Salesforce, SEO","Meta Ads, Social Media, PPC","Annual performance bonus, Remote-first culture, MacBook Pro, Maternity/paternity leave",Marketing
Infrastructure Engineer,Paytm,Jaipur / Remote,Full-Time,7+ years,₹20–36 LPA,~10,5,"Site Reliability Engineering, Prometheus, Azure, GKE, ArgoCD, FluxCD, GitHub Actions, Terraform, New Relic, Jenkins","Pulumi, GitLab CI, Infrastructure as Code","Gym membership, Remote-first culture, MacBook Pro, Annual performance bonus, Flexible work hours",DevOps
Business Development Manager,Freshworks,Delhi / Remote,Full-Time,5+ years,₹17–33 LPA,~18,6,"Revenue Forecasting, Account Management, SPIN Selling, LinkedIn Sales Navigator, Pipeline Management, CRM, SaaS Sales, Upselling","HubSpot, Negotiation, Cross-selling","Flexible work hours, Quarterly offsites, Health & dental insurance, ESOPs, MacBook Pro, Maternity/paternity leave",Sales
HR Business Partner,CRED,Ahmedabad / Remote,Full-Time,6+ years,₹29–73 LPA,~24,3,"Employer Branding, Conflict Resolution, Exit Management, Payroll, HR Analytics, Onboarding, Employee Relations, Organisational Development, Labor Law, SAP HR","HRMS, Performance Management, Training & Development","Free meals, MacBook Pro, Annual performance bonus, Gym membership",Human Resources
DevOps Engineer,Zomato,Bangalore / Remote,Full-Time,6+ years,₹17–42 LPA,~9,4,"Azure, Prometheus, Terraform, Ansible, AWS, Loki, Jenkins, GitLab CI, Bash","Infrastructure as Code, Consul, Istio","Gym membership, Annual performance bonus, Quarterly offsites, ₹50K learning budget, Health & dental insurance, Flexible work hours",DevOps
Digital Marketing Manager,HDFC Bank,Jaipur / Remote,Full-Time,7+ years,₹16–55 LPA,~25,6,"Email Marketing, SEM, Marketing Automation, Salesforce, Market Research, Google Ads, Programmatic Advertising","Brand Strategy, Google Analytics, Growth Hacking","Free meals, Gym membership, Annual performance bonus, Maternity/paternity leave",Marketing
Staff Engineer,Mphasis,Bangalore / Remote,Full-Time,3+ years,₹17–39 LPA,~5,3,"GCP, Vue.js, Angular, Rust, SQL, PostgreSQL, Java","MongoDB, Docker, RabbitMQ","ESOPs, Free meals, Health & dental insurance, Mental health support, ₹50K learning budget, Remote-first culture",Software Engineering
SEO Specialist,InMobi,Delhi / Remote,Full-Time,2+ years,₹20–46 LPA,~15,6,"Email Marketing, Marketo, Brand Strategy, PPC, Market Research, Programmatic Advertising, Marketing Automation, PR","Conversion Rate Optimisation, Video Marketing, Social Media","Gym membership, Free meals, Annual performance bonus, Maternity/paternity leave, ₹50K learning budget, Health & dental insurance",Marketing
Data Scientist,Google,Pune / Remote,Full-Time,4+ years,₹10–20 LPA,~20,4,"Hadoop, dbt, Time Series, R, Transformers, LightGBM, Kafka, TensorFlow","Looker, Keras, Airflow","MacBook Pro, Mental health support, Free meals, Maternity/paternity leave, Quarterly offsites, Flexible work hours",Data Science
UX Researcher,Cognizant,Mumbai / Remote,Full-Time,1+ years,₹29–60 LPA,~8,4,"Information Architecture, Prototyping, InVision, Storyboarding, Lottie, Framer, Card Sorting","Motion Design, Interaction Design, Sketch","Quarterly offsites, ESOPs, Annual performance bonus, Health & dental insurance",UI/UX Design
Head of Design,Vedantu,Delhi / Remote,Full-Time,6+ years,₹22–42 LPA,~30,5,"Heuristic Evaluation, User Research, Design Systems, Zeplin, User Flows, Accessibility (WCAG), Wireframing, Storyboarding, Figma, Information Architecture","Card Sorting, Adobe XD, Visual Design","Health & dental insurance, ₹50K learning budget, ESOPs, Free meals, Annual performance bonus",UI/UX Design
Data Analyst,MakeMyTrip,Ahmedabad / Remote,Full-Time,6+ years,₹15–50 LPA,~33,5,"NumPy, Tableau, BigQuery, Power BI, Computer Vision, XGBoost, PyTorch, Redshift, Python, Scikit-learn","Keras, Data Modeling, Kafka","MacBook Pro, Mental health support, Maternity/paternity leave, Gym membership, Free meals",Data Science
Director of Product,Razorpay,Ahmedabad / Remote,Full-Time,1+ years,₹22–71 LPA,~22,5,"Agile, OKRs, SQL, Feature Prioritisation, Competitive Analysis, RICE Framework","Product Analytics, PRD Writing, Growth Hacking","Maternity/paternity leave, Annual performance bonus, ₹50K learning budget, Health & dental insurance",Product Management
SEO Specialist,Adobe,Noida / Remote,Full-Time,2+ years,₹30–50 LPA,~23,4,"Copywriting, Meta Ads, Video Marketing, Google Analytics, Influencer Marketing, Market Research, Adobe Suite, CRM, Programmatic Advertising, LinkedIn Ads","Content Marketing, Marketing Automation, Email Marketing","Free meals, Mental health support, Health & dental insurance, Gym membership",Marketing
SDR,PwC,Gurgaon / Remote,Full-Time,4+ years,₹25–59 LPA,~8,5,"Enterprise Sales, BDR, Customer Success, Salesforce, MEDDIC, Demo Skills, Revenue Forecasting, LinkedIn Sales Navigator, Proposal Writing","B2B Sales, Pipeline Management, HubSpot","Free meals, Maternity/paternity leave, Annual performance bonus, MacBook Pro, ESOPs",Sales
Head of DevOps,Meta,Noida / Remote,Full-Time,8+ years,₹25–49 LPA,~29,4,"Grafana, Python, GCP, Go, Istio, Bash, Prometheus, Infrastructure as Code, Datadog","Azure, Kubernetes, Pulumi","Flexible work hours, Free meals, Gym membership, Health & dental insurance, Maternity/paternity leave",DevOps
Cloud Security Engineer,upGrad,Pune / Remote,Full-Time,9+ years,₹18–50 LPA,~9,3,"Forensics, Threat Intelligence, Python, Metasploit, OWASP Top 10, Zero Trust","Wireshark, Incident Response, NIST Framework","Gym membership, Mental health support, Remote-first culture, Annual performance bonus, Quarterly offsites",Cybersecurity
Frontend Developer,upGrad,Bangalore / Remote,Full-Time,2+ years,₹8–43 LPA,~18,3,"Rust, Python, Redis, Kafka, Java, Terraform, Kubernetes","REST APIs, Go, Spring Boot","ESOPs, Annual performance bonus, Quarterly offsites, Maternity/paternity leave, Flexible work hours",Software Engineering
Full Stack Developer,TCS,Ahmedabad / Remote,Full-Time,3+ years,₹22–65 LPA,~16,6,"System Design, Java, Terraform, Redis, GraphQL, Kafka, AWS","Linux, CI/CD, Jenkins","Flexible work hours, Mental health support, Annual performance bonus, Quarterly offsites",Software Engineering
Audit Associate,Razorpay,Pune / Remote,Full-Time,9+ years,₹14–24 LPA,~10,4,"VBA, Financial Reporting, Risk Analysis, GAAP, QuickBooks, Auditing, Financial Modeling, Investment Banking, CFA","SAP, Budgeting, DCF Analysis","ESOPs, Remote-first culture, Free meals, Quarterly offsites",Finance
Senior Financial Analyst,Goldman Sachs,Jaipur / Remote,Full-Time,4+ years,₹13–29 LPA,~5,6,"Auditing, DCF Analysis, Credit Analysis, SAP, Treasury, Due Diligence, GAAP, IFRS, Oracle Financials, Bloomberg Terminal","CFA, Equity Research, LBO Modeling","Health & dental insurance, Free meals, Gym membership, Maternity/paternity leave, Annual performance bonus, ESOPs",Finance
Design Systems Engineer,Netflix,Bangalore / Remote,Full-Time,4+ years,₹28–66 LPA,~22,5,"Framer, Sketch, InVision, Zeplin, HTML/CSS, Interaction Design, User Flows","Adobe XD, A/B Testing, Storyboarding","Free meals, Remote-first culture, Gym membership, ESOPs, ₹50K learning budget, Maternity/paternity leave",UI/UX Design
Data Analyst,Zoho,Noida / Remote,Full-Time,2+ years,₹17–52 LPA,~14,3,"Computer Vision, Statistics, Scikit-learn, Transformers, Python, XGBoost, Airflow, Spark, SQL, Power BI","Looker, Tableau, PyTorch","Free meals, Quarterly offsites, Flexible work hours, ESOPs",Data Science
Senior DevOps Engineer,Apple,Chennai / Remote,Full-Time,5+ years,₹15–27 LPA,~18,5,"HAProxy, Infrastructure as Code, Service Mesh, Loki, GKE, Grafana, Azure","GCP, Istio, ArgoCD","Quarterly offsites, Health & dental insurance, ₹50K learning budget, Free meals, Remote-first culture",DevOps
Content Strategist,MakeMyTrip,Kolkata / Remote,Full-Time,5+ years,₹9–47 LPA,~28,6,"Marketo, Community Management, Content Marketing, Marketing Automation, Social Media, Conversion Rate Optimisation, Video Marketing, Copywriting, Influencer Marketing","Adobe Suite, Meta Ads, SEO","Quarterly offsites, MacBook Pro, Health & dental insurance, Annual performance bonus",Marketing
UX Designer,KPMG,Kolkata / Remote,Full-Time,3+ years,₹17–36 LPA,~40,4,"Framer, Usability Testing, Sketch, Interaction Design, Adobe XD, Card Sorting, Visual Design, Wireframing, Information Architecture","Lottie, InVision, Design Systems","Maternity/paternity leave, Health & dental insurance, ESOPs, Quarterly offsites, Free meals",UI/UX Design
Security Engineer,SAP,Noida / Remote,Full-Time,7+ years,₹8–33 LPA,~29,6,"DLP, Vulnerability Assessment, OSCP, Network Security, Metasploit, NIST Framework, Splunk, Forensics, Incident Response, Bash","Cloud Security (AWS/GCP), ISO 27001, CEH","Quarterly offsites, ESOPs, Free meals, Mental health support, MacBook Pro, Gym membership",Cybersecurity
Credit Analyst,ShareChat,Kochi / Remote,Full-Time,5+ years,₹14–31 LPA,~36,6,"SAP, Credit Analysis, Tax Compliance, Investment Banking, Financial Modeling, QuickBooks","Tally, FP&A, Financial Reporting","Gym membership, Maternity/paternity leave, Health & dental insurance, MacBook Pro",Finance
Senior Data Scientist,Capgemini,Pune / Remote,Full-Time,3+ years,₹15–30 LPA,~24,6,"Time Series, MLflow, Feature Engineering, A/B Testing, Hadoop, Hive, Data Modeling","Redshift, Transformers, Hypothesis Testing","₹50K learning budget, Quarterly offsites, Remote-first culture, ESOPs, Annual performance bonus",Data Science
CMO,Unilever,Bangalore / Remote,Full-Time,6+ years,₹24–57 LPA,~17,5,"Market Research, Google Analytics, SEM, Affiliate Marketing, Programmatic Advertising, Conversion Rate Optimisation, PR","CRM, LinkedIn Ads, Content Marketing","Flexible work hours, Quarterly offsites, ESOPs, Annual performance bonus",Marketing
Growth Manager,Vedantu,Kochi / Remote,Full-Time,1+ years,₹11–56 LPA,~33,4,"Adobe Suite, Conversion Rate Optimisation, Salesforce, Affiliate Marketing, Marketing Automation, Market Research, PR, Programmatic Advertising, Email Marketing, CRM","Video Marketing, Content Marketing, LinkedIn Ads","MacBook Pro, Remote-first culture, ₹50K learning budget, Flexible work hours, Annual performance bonus",Marketing
Data Analyst,Infosys,Noida / Remote,Full-Time,1+ years,₹16–58 LPA,~20,6,"Keras, Kubeflow, Feature Engineering, A/B Testing, Scikit-learn, R","PostgreSQL, BigQuery, SQL","Quarterly offsites, MacBook Pro, Free meals, Mental health support, ₹50K learning budget, Flexible work hours",Data Science
Growth PM,CRED,Mumbai / Remote,Full-Time,6+ years,₹13–49 LPA,~8,5,"Confluence, OKRs, Figma, Growth Hacking, Miro, SQL, Kanban, Usability Testing","Competitive Analysis, Python, Go-to-Market Strategy","MacBook Pro, Quarterly offsites, Health & dental insurance, ESOPs, Remote-first culture",Product Management
Computer Vision Engineer,IBM,Hyderabad / Remote,Full-Time,4+ years,₹30–68 LPA,~12,3,"BERT, Transformers, LightGBM, Scikit-learn, Spark, NumPy","Python, Keras, Hadoop","ESOPs, Free meals, Health & dental insurance, Gym membership, Annual performance bonus, Quarterly offsites",Data Science
Investment Analyst,Apple,Pune / Remote,Full-Time,7+ years,₹30–66 LPA,~8,6,"M&A, Budgeting, Bloomberg Terminal, Investment Banking, Accounting, IFRS, Due Diligence, Valuation, Treasury","Cash Flow Management, Equity Research, LBO Modeling","Quarterly offsites, Gym membership, Mental health support, Flexible work hours",Finance
Senior PM,Groww,Gurgaon / Remote,Full-Time,8+ years,₹23–73 LPA,~13,3,"MoSCoW, Competitive Analysis, Product Analytics, Mixpanel, Kanban, Confluence, Miro, JIRA, RICE Framework","Amplitude, Feature Prioritisation, A/B Testing","MacBook Pro, Annual performance bonus, Gym membership, Flexible work hours, Mental health support",Product Management
Data Scientist,Ola,Ahmedabad / Remote,Full-Time,6+ years,₹29–78 LPA,~10,6,"Scikit-learn, Data Modeling, dbt, Airflow, LightGBM, Computer Vision, Hypothesis Testing, NumPy, Pandas, Feature Engineering","SQL, Kubeflow, Kafka","Annual performance bonus, Mental health support, Gym membership, ₹50K learning budget",Data Science
Digital Marketing Manager,Netflix,Gurgaon / Remote,Full-Time,2+ years,₹18–67 LPA,~10,4,"Influencer Marketing, Growth Hacking, Video Marketing, CRM, Content Marketing, Marketing Automation, SEO, Conversion Rate Optimisation, Social Media","Marketo, SEM, Market Research","Health & dental insurance, Annual performance bonus, MacBook Pro, Flexible work hours, Maternity/paternity leave",Marketing
Data Scientist,Freshworks,Jaipur / Remote,Full-Time,7+ years,₹16–40 LPA,~39,6,"Kubeflow, dbt, PyTorch, XGBoost, Hive, MLflow","Data Modeling, Spark, Kafka","Remote-first culture, MacBook Pro, ESOPs, Flexible work hours, Free meals",Data Science
Senior PM,Paytm,Delhi / Remote,Full-Time,4+ years,₹22–54 LPA,~35,6,"JIRA, SQL, A/B Testing, Scrum, Customer Discovery, Stakeholder Management, Competitive Analysis, User Research, Agile, Mixpanel","Growth Hacking, Kanban, RICE Framework","₹50K learning budget, MacBook Pro, Quarterly offsites, Gym membership, Remote-first culture",Product Management
Recruiter,ICICI Bank,Hyderabad / Remote,Full-Time,5+ years,₹22–41 LPA,~32,4,"Succession Planning, HRMS, Payroll, Workforce Planning, SuccessFactors, SAP HR, Compensation & Benefits, Talent Acquisition, Employee Relations, Exit Management","Workday, Performance Management, Employer Branding","Free meals, Annual performance bonus, Remote-first culture, Maternity/paternity leave",Human Resources
Audit Associate,Meesho,Delhi / Remote,Full-Time,7+ years,₹23–46 LPA,~25,3,"Risk Analysis, Budgeting, DCF Analysis, Treasury, Bloomberg Terminal, Cash Flow Management","IFRS, Investment Banking, Financial Modeling","Gym membership, MacBook Pro, Mental health support, Flexible work hours, ₹50K learning budget, Health & dental insurance",Finance
Senior AE,Flipkart,Pune / Remote,Full-Time,5+ years,₹26–45 LPA,~10,5,"Account Management, Enterprise Sales, BDR, Channel Partnerships, Contract Negotiation, Negotiation, LinkedIn Sales Navigator, Cold Outreach, SPIN Selling, Solution Selling","Customer Success, Revenue Forecasting, Lead Generation","MacBook Pro, Quarterly offsites, Gym membership, Annual performance bonus, Health & dental insurance",Sales
Platform PM,Paytm,Mumbai / Remote,Full-Time,4+ years,₹26–73 LPA,~16,5,"Roadmapping, Feature Prioritisation, KPIs, OKRs, Agile, Scrum, User Research, Wireframing, Kanban, Growth Hacking","RICE Framework, Confluence, Usability Testing","₹50K learning budget, Remote-first culture, Annual performance bonus, Gym membership, MacBook Pro, Free meals",Product Management
Senior DevOps Engineer,Amazon,Hyderabad / Remote,Full-Time,7+ years,₹11–50 LPA,~13,3,"Site Reliability Engineering, GitLab CI, EKS, Loki, FluxCD, Azure, Terraform, Jenkins","New Relic, Infrastructure as Code, Grafana","Annual performance bonus, Gym membership, Quarterly offsites, Free meals, ₹50K learning budget, Flexible work hours",DevOps
Software Engineer,Swiggy,Noida / Remote,Full-Time,2+ years,₹15–56 LPA,~10,6,"Vue.js, REST APIs, gRPC, Angular, AWS, Jenkins, GitHub Actions","Redis, CI/CD, PostgreSQL","Health & dental insurance, Maternity/paternity leave, Mental health support, MacBook Pro, Gym membership",Software Engineering
Content Strategist,MakeMyTrip,Kochi / Remote,Full-Time,3+ years,₹24–43 LPA,~9,3,"Marketo, Social Media, Video Marketing, Conversion Rate Optimisation, Brand Strategy, Salesforce, Content Marketing","Adobe Suite, HubSpot, Growth Hacking","Free meals, Maternity/paternity leave, Mental health support, Gym membership, MacBook Pro",Marketing
Investment Analyst,Meta,Delhi / Remote,Full-Time,9+ years,₹25–49 LPA,~16,6,"Accounting, Excel, Risk Analysis, Investment Banking, Credit Analysis, VBA, CA","Tax Compliance, Valuation, QuickBooks","Flexible work hours, Maternity/paternity leave, Annual performance bonus, Free meals, Mental health support",Finance
Head of Design,KPMG,Jaipur / Remote,Full-Time,4+ years,₹11–32 LPA,~20,3,"Wireframing, Prototyping, Motion Design, HTML/CSS, Storyboarding, Adobe XD, User Research","A/B Testing, Accessibility (WCAG), InVision","ESOPs, Mental health support, Flexible work hours, Remote-first culture, Free meals",UI/UX Design
Head of DevOps,Adobe,Chennai / Remote,Full-Time,7+ years,₹24–51 LPA,~39,5,"Linux, Bash, Consul, Pulumi, Kubernetes, Grafana","Go, New Relic, FluxCD","Maternity/paternity leave, Remote-first culture, ₹50K learning budget, MacBook Pro, Gym membership, Free meals",DevOps
InfoSec Manager,Amazon,Bangalore / Remote,Full-Time,4+ years,₹24–41 LPA,~31,6,"CISSP, DLP, PKI, Metasploit, Cryptography, Network Security, Threat Intelligence, Python, CEH, Zero Trust","Firewalls, Bash, Penetration Testing","ESOPs, Maternity/paternity leave, Mental health support, Quarterly offsites, Annual performance bonus, ₹50K learning budget",Cybersecurity
Credit Analyst,Ola,Chennai / Remote,Full-Time,2+ years,₹25–67 LPA,~12,5,"Oracle Financials, M&A, FP&A, Investment Banking, Accounting, Budgeting","Credit Analysis, IFRS, Auditing","Annual performance bonus, Flexible work hours, Health & dental insurance, Quarterly offsites",Finance
ML Engineer,PhonePe,Kolkata / Remote,Full-Time,1+ years,₹30–67 LPA,~26,3,"Python, LightGBM, Statistics, Tableau, BERT, Redshift","dbt, Hadoop, XGBoost","Annual performance bonus, Health & dental insurance, Maternity/paternity leave, Remote-first culture, ESOPs",Data Science
SEO Specialist,Apple,Chennai / Remote,Full-Time,3+ years,₹16–48 LPA,~17,4,"LinkedIn Ads, Growth Hacking, Marketo, Influencer Marketing, Adobe Suite, Programmatic Advertising, Copywriting, Email Marketing, Marketing Automation","Video Marketing, SEM, Google Ads","Maternity/paternity leave, Gym membership, Health & dental insurance, Quarterly offsites, Remote-first culture, ₹50K learning budget",Marketing
SEO Specialist,Google,Hyderabad / Remote,Full-Time,2+ years,₹14–46 LPA,~37,5,"CRM, Copywriting, SEM, Adobe Suite, PR, Google Analytics, Brand Strategy, Email Marketing, Growth Hacking","Social Media, Marketing Automation, Affiliate Marketing","Annual performance bonus, Quarterly offsites, Health & dental insurance, Free meals",Marketing
Site Reliability Engineer,Apple,Kolkata / Remote,Full-Time,6+ years,₹10–37 LPA,~20,5,"HAProxy, Datadog, Go, AWS, Helm, Python","Consul, Azure, GitLab CI","₹50K learning budget, Gym membership, Free meals, Health & dental insurance, Maternity/paternity leave, Mental health support",DevOps
Staff Engineer,Groww,Gurgaon / Remote,Full-Time,4+ years,₹11–39 LPA,~12,5,"CI/CD, PostgreSQL, gRPC, FastAPI, Python, Kubernetes, Rust, Terraform","Spring Boot, AWS, Elasticsearch","Remote-first culture, Quarterly offsites, Free meals, Flexible work hours, MacBook Pro",Software Engineering
Senior AE,Adobe,Chennai / Remote,Full-Time,4+ years,₹26–68 LPA,~15,5,"Negotiation, Lead Generation, Channel Partnerships, Cold Outreach, Salesforce, Pipeline Management","Solution Selling, Contract Negotiation, Customer Success","Maternity/paternity leave, Remote-first culture, Quarterly offsites, MacBook Pro, Free meals, Flexible work hours",Sales
Site Reliability Engineer,Lenskart,Hyderabad / Remote,Full-Time,7+ years,₹13–33 LPA,~11,5,"Azure, Kubernetes, Terraform, Nginx, GCP, GitLab CI, Python, Pulumi, Bash, Service Mesh","Jenkins, Loki, Vault","Mental health support, ₹50K learning budget, Annual performance bonus, Free meals, Quarterly offsites",DevOps
CHRO,Zomato,Bangalore / Remote,Full-Time,5+ years,₹22–62 LPA,~24,6,"SuccessFactors, Workday, Conflict Resolution, Compensation & Benefits, Training & Development, Exit Management, Employer Branding, Employee Relations, Performance Management","Diversity & Inclusion, Succession Planning, HR Analytics","Annual performance bonus, Health & dental insurance, MacBook Pro, Gym membership, Maternity/paternity leave",Human Resources
Credit Analyst,upGrad,Ahmedabad / Remote,Full-Time,5+ years,₹20–60 LPA,~34,6,"CFA, Auditing, VBA, Equity Research, QuickBooks, Cash Flow Management","SAP, Excel, CA","Annual performance bonus, Flexible work hours, ESOPs, Health & dental insurance, Gym membership",Finance
Associate PM,HDFC Bank,Delhi / Remote,Full-Time,6+ years,₹18–32 LPA,~40,6,"Amplitude, Scrum, Miro, PRD Writing, Kanban, RICE Framework","Roadmapping, Confluence, Product Analytics","₹50K learning budget, Quarterly offsites, Mental health support, Remote-first culture, MacBook Pro",Product Management
Growth Manager,Flipkart,Jaipur / Remote,Full-Time,1+ years,₹16–60 LPA,~6,5,"SEO, PPC, PR, Market Research, Community Management, Copywriting, Salesforce, Content Marketing","CRM, Growth Hacking, Google Analytics","Health & dental insurance, ESOPs, ₹50K learning budget, Annual performance bonus",Marketing
AI Engineer,upGrad,Noida / Remote,Full-Time,5+ years,₹19–61 LPA,~34,3,"Spark, LightGBM, Keras, BigQuery, Statistics, dbt","Redshift, Kafka, Data Modeling","Free meals, Maternity/paternity leave, Remote-first culture, ₹50K learning budget",Data Science
CFO,MakeMyTrip,Bangalore / Remote,Full-Time,9+ years,₹28–70 LPA,~33,4,"Accounting, Financial Reporting, Valuation, GAAP, QuickBooks, Financial Modeling, Investment Banking, Oracle Financials, CA, Equity Research","Due Diligence, IFRS, Bloomberg Terminal","Remote-first culture, Gym membership, Flexible work hours, Health & dental insurance, ₹50K learning budget, Free meals",Finance
Senior DevOps Engineer,Goldman Sachs,Mumbai / Remote,Full-Time,5+ years,₹21–66 LPA,~23,6,"Grafana, Kubernetes, Site Reliability Engineering, ArgoCD, Nginx, Go, GitLab CI, Prometheus, HAProxy","New Relic, GKE, Python","Health & dental insurance, MacBook Pro, Quarterly offsites, Gym membership, ESOPs",DevOps
Talent Acquisition Specialist,Mphasis,Kolkata / Remote,Full-Time,6+ years,₹10–32 LPA,~11,4,"Diversity & Inclusion, Onboarding, Performance Management, Change Management, SuccessFactors, HRMS, Employee Relations, HRIS, Talent Acquisition","LinkedIn Recruiter, Employer Branding, Workforce Planning","Free meals, Maternity/paternity leave, Gym membership, Flexible work hours, Mental health support, ESOPs",Human Resources
